2.tcp.ngrok.io,FQDN,ASYNCRAT, BEACON, CYBERGATE, DARKCOMET, METASPLOIT, NANOCORE, NJRAT, QUASARRAT, REDLINESTEALER, REMCOS, SPYGATE, SPYMAX, SPYNET, SPYNOTE, WARZONE.V2, XWORM,82,46
20.ip.gl.ply.gg,FQDN,ASYNCRAT, NJRAT, QUASARRAT, REDLINESTEALER, REMCOS, WARZONE.V2, XWORM,100,70
21.ip.gl.ply.gg,FQDN,AGENTTESLA, ASYNCRAT, NJRAT, PUNISHERRAT, QUASARRAT, XWORM,73,33
22.ip.gl.ply.gg,FQDN,ASYNCRAT, NJRAT, QUASARRAT, REDLINESTEALER, REMCOS, XWORM,74,34
223.ip.ply.gg,FQDN,ASYNCRAT, METASPLOIT, NJRAT, REMCOS, XWORM,78,39
23.ip.gl.ply.gg,FQDN,AGENTTESLA, ASYNCRAT, REMCOS, XWORM,74,47
24.ip.gl.ply.gg,FQDN,ASYNCRAT, NJRAT, XWORM,74,34
25.ip.gl.ply.gg,FQDN,ASYNCRAT, NANOCORE, REMCOS, XWORM,74,34
26.ip.gl.ply.gg,FQDN,AGENTTESLA, ASYNCRAT, XWORM,85,49
27.ip.gl.ply.gg,FQDN,AGENTTESLA, ASYNCRAT, XWORM,85,49
27.ip.gl.py.gg,FQDN,XWORM,55,11
28.ip.gl.ply.gg,FQDN,ASYNCRAT, XWORM,96,64
29emftz.localto.net,FQDN,XWORM,91,83
2ezkdpyu6ct6n22n36xumh56df47oi3llw5rylpkdexsqhk3esscvfyd.onion,FQDN,XWORM,56,12
2fz3ht9yb.localto.net,FQDN,XWORM,91,83
2twkkzfnpkbaiecv7gecktwzietarag42artyxftneekollkwxo3w6id.onion,FQDN,XWORM,62,23
305v33-40382.portmap.host,FQDN,XWORM,77,54
31s5tnm7a.localto.net,FQDN,XWORM,89,79
3214r214r12412-50274.portmap.io,FQDN,XWORM,90,56
38qiuyrh983w-47215.portmap.host,FQDN,XWORM,67,35
398whyfrufheutji-25824.portmap.host,FQDN,XWORM,87,53
3by4rdokduo2h8nu2k3u0x.giize.com,FQDN,REMCOS, XWORM,52,4
3skr.uncofig.com,FQDN,XWORM,93,61
4.tcp.eu.ngrok.io,FQDN,ASYNCRAT, BOZOK, DARKCOMET, METASPLOIT, NANOCORE, NJRAT, PUNISHERRAT, QUASARRAT, REDLINESTEALER, REMCOS, SPYMAX, SPYNOTE.MOBIHOK, VENOMRAT, WARZONE, XWORM,75,36
41009.portmap.host,FQDN,XWORM,67,35
4mekey1.mywire.org,FQDN,ASYNCRAT, XWORM,51,1
4raab-44749.portmap.io,FQDN,XWORM,62,23
5.tcp.eu.ngrok.io,FQDN,ASYNCRAT, BOZOK, DARKCOMET, METASPLOIT, NANOCORE, NJRAT, QUASARRAT, REDLINESTEALER, REMCOS, SPARKRAT, SPYGATE, SPYMAX, SPYNOTE, VENOMRAT, WARZONE.V2, XWORM,80,41
5.tcp.ngrok.io,FQDN,ASYNCRAT, DARKCOMET, NANOCORE, NJRAT, REDLINESTEALER, REMCOS, SPYMAX, SPYNOTE, XWORM,66,22
548963904.vercel.app,FQDN,XWORM,54,9
5y3ybwls8.localto.net,FQDN,XWORM,89,79
6.tcp.eu.ngrok.io,FQDN,ASYNCRAT, BEACON, BOZOK, CYBERGATE, DARKCOMET, HAVOCDEMON, METASPLOIT, NANOCORE, NJRAT, QUASARRAT, REDLINESTEALER, REMCOS, SPYGATE, SPYMAX, SPYNET, SPYNOTE, WARZONE.V2, XWORM,71,30
666nj.ddns.net,FQDN,XWORM,58,16
7.tcp.eu.ngrok.io,FQDN,AGENTTESLA, ASYNCRAT, DARKCOMET, METASPLOIT, NANOCORE, NJRAT, PUNISHERRAT, QUASARRAT, REMCOS, SPYGATE, SPYMAX, SPYNOTE.MOBIHOK, WARZONE, XWORM,75,36
783264.zapto.org,FQDN,XWORM,58,11
7az.fun,FQDN,XWORM,56,12
7ig45ahd4kdh.connect.remote.it,FQDN,XWORM,50,1
7k4rpm9be.localto.net,FQDN,ASYNCRAT, XWORM,91,83
8r6-56319.portmap.host,FQDN,XWORM,67,35
95.105.125.95.dynamic.o56.ru,FQDN,XWORM,50,0
9kbfitvdha-32409.portmap.io,FQDN,XWORM,90,55
9tgly0nio.localto.net,FQDN,XWORM,87,74
a-coupon.gl.at.ply.gg,FQDN,XWORM,62,25
a-eq.gl.at.ply.gg,FQDN,XWORM,62,25
a-retrieval.gl.at.ply.gg,FQDN,XWORM,62,25
a43b6r-41302.portmap.host,FQDN,XWORM,81,62
a43b6r-54928.portmap.io,FQDN,XWORM,67,33
a479-2603-8081-6a00-2328-1f9-4b54-9ee9-7461.ngrok-free.app,FQDN,XWORM,73,32
abaynda-26526.portmap.io,FQDN,XWORM,90,55
abayudna1-53489.portmap.host,FQDN,XWORM,90,56
abcdf.zapto.org,FQDN,XWORM,79,41
abdou54.ddns.net,FQDN,XWORM,85,50
ability-clock.gl.at.ply.gg,FQDN,XWORM,62,25
able-bt.gl.at.ply.gg,FQDN,XWORM,77,39
aboba2289091488-27481.portmap.io,FQDN,XWORM,90,55
abobustsb-31029.portmap.host,FQDN,XWORM,92,59
aboki2025.duckdns.org,FQDN,REMCOS, XWORM,78,39
abol8b-42024.portmap.io,FQDN,XWORM,67,34
about-refurbished.gl.at.ply.gg,FQDN,XWORM,62,25
abrakadabra-57866.portmap.host,FQDN,XWORM,67,35
abstract-rentals.gl.at.ply.gg,FQDN,XWORM,57,13
abstract-respond.gl.at.ply.gg,FQDN,XWORM,40,0
abuwire123.ddns.net,FQDN,XWORM,85,49
abuwire123.duckdns.org,FQDN,XWORM,83,46
abuwire123h.ddns.net,FQDN,XWORM,88,53
academic-elect.gl.at.ply.gg,FQDN,XWORM,62,25
academic-moment.gl.at.ply.gg,FQDN,XWORM,57,13
academic-whatever.gl.at.ply.gg,FQDN,XWORM,62,25
access-heritage.gl.at.ply.gg,FQDN,XWORM,62,25
accessories-racing.gl.at.ply.gg,FQDN,XWORM,57,13
accessories-slope.gl.at.ply.gg,FQDN,XWORM,62,25
accommodation-cambridge.gl.at.ply.gg,FQDN,XWORM,87,53
according-psp.at.ply.gg,FQDN,XWORM,69,27
aceecfe-21920.portmap.host,FQDN,XWORM,81,62
acehere.duckdns.org,FQDN,XWORM,74,49
aci3ir8puaallvjah5eby.mine.nu,FQDN,REMCOS, XWORM,46,8
across-remarkable.gl.at.ply.gg,FQDN,XWORM,51,2
across-stephanie.gl.at.ply.gg,FQDN,XWORM,62,25
across-thats.gl.at.ply.gg,FQDN,XWORM,62,25
act-players.gl.at.ply.gg,FQDN,XWORM,51,2
act-register.gl.at.ply.gg,FQDN,XWORM,62,25
act-third.gl.at.ply.gg,FQDN,XWORM,57,13
action-plug.gl.at.ply.gg,FQDN,XWORM,62,25
active-retailers.gl.at.ply.gg,FQDN,XWORM,62,25
active-undertaken.gl.at.ply.gg,FQDN,XWORM,63,26
activities-hunger.gl.at.ply.gg,FQDN,XWORM,68,36
activities-script.gl.at.ply.gg,FQDN,XWORM,62,25
activities-snap.gl.at.ply.gg,FQDN,XWORM,62,25
activity-majority.gl.at.ply.gg,FQDN,XWORM,81,44
activity-wax.gl.at.ply.gg,FQDN,XWORM,77,38
activity-weight.gl.at.ply.gg,FQDN,XWORM,77,39
actually-adventures.gl.at.ply.gg,FQDN,XWORM,62,25
actually-astronomy.gl.at.ply.gg,FQDN,XWORM,57,13
actually-photography.gl.at.ply.gg,FQDN,XWORM,57,13
actually-sheets.gl.at.ply.gg,FQDN,XWORM,62,25
ad-disabilities.gl.at.ply.gg,FQDN,XWORM,45,9
ad-fleece.gl.at.ply.gg,FQDN,XWORM,68,36
ad-samoa.gl.at.ply.gg,FQDN,XWORM,88,53
adadaadda-27186.portmap.host,FQDN,XWORM,67,35
add-hearings.gl.at.ply.gg,FQDN,XWORM,68,36
add-springer.gl.at.ply.gg,FQDN,XWORM,81,44
add-tender.gl.at.ply.gg,FQDN,XWORM,62,25
added-lightning.gl.at.ply.gg,FQDN,XWORM,45,9
added-mel.gl.at.ply.gg,FQDN,XWORM,62,25
addition-cabin.gl.at.ply.gg,FQDN,XWORM,62,25
addition-minister.gl.at.ply.gg,FQDN,XWORM,62,25
addition-receptors.gl.at.ply.gg,FQDN,XWORM,77,55
additional-sunset.gl.at.ply.gg,FQDN,XWORM,77,39
address-bc.gl.at.ply.gg,FQDN,XWORM,62,25
address-jail.gl.at.ply.gg,FQDN,XWORM,77,55
address-ruling.gl.at.ply.gg,FQDN,XWORM,62,25
adilfgilitter-43126.portmap.host,FQDN,ASYNCRAT, XWORM,95,63
adm335-37154.portmap.host,FQDN,XWORM,72,45
admin345-58584.portmap.host,FQDN,XWORM,67,35
adrianmoritoru-34347.portmap.io,FQDN,XWORM,90,55
ads-language.gl.at.ply.gg,FQDN,XWORM,81,44
ads-pole.gl.at.ply.gg,FQDN,XWORM,62,25
ads-probability.gl.at.ply.gg,FQDN,XWORM,73,46
ads-tool.gl.at.ply.gg,FQDN,XWORM,62,25
ads-understood.gl.at.ply.gg,FQDN,XWORM,62,25
adult-acquired.gl.at.ply.gg,FQDN,XWORM,81,44
adult-attachment.gl.at.ply.gg,FQDN,XWORM,77,39
adult-av.gl.at.ply.gg,FQDN,XWORM,62,25
adult-diamonds.gl.at.ply.gg,FQDN,XWORM,57,13
adult-purchased.gl.at.ply.gg,FQDN,XWORM,63,18
advertise-devil.gl.at.ply.gg,FQDN,XWORM,62,25
advertise-themselves.gl.at.ply.gg,FQDN,XWORM,73,32
advertising-clothes.gl.at.ply.gg,FQDN,XWORM,62,25
advertising-incident.gl.at.ply.gg,FQDN,XWORM,62,25
advertising-interfaces.gl.at.ply.gg,FQDN,XWORM,81,44
advertising-ser.gl.at.ply.gg,FQDN,XWORM,62,25
advertising-volleyball.gl.at.ply.gg,FQDN,XWORM,62,25
advice-grant.gl.at.ply.gg,FQDN,XWORM,68,36
advice-meat.gl.at.ply.gg,FQDN,XWORM,73,47
advice-recipients.gl.at.ply.gg,FQDN,XWORM,68,36
aerd-47210.portmap.host,FQDN,WARZONE.V2, XWORM,77,38
aerowaverings-21657.portmap.host,FQDN,XWORM,90,56
afm8bpasw.localto.net,FQDN,XWORM,91,83
africa-cal.gl.at.ply.gg,FQDN,XWORM,77,54
africa-realty.gl.at.ply.gg,FQDN,ASYNCRAT, XWORM,68,36
africa-wins.gl.at.ply.gg,FQDN,XWORM,40,0
after-clearly.gl.at.ply.gg,FQDN,XWORM,68,36
after-rights.gl.at.ply.gg,FQDN,XWORM,62,25
again-duck.gl.at.ply.gg,FQDN,ASYNCRAT, XWORM,77,38
again-general.gl.at.ply.gg,FQDN,XWORM,85,48
again-innovations.gl.at.ply.gg,FQDN,XWORM,77,55
again-wx.gl.at.ply.gg,FQDN,XWORM,62,25
against-generator.gl.at.ply.gg,FQDN,XWORM,40,0
against-grew.gl.at.ply.gg,FQDN,XWORM,62,25
against-iraqi.gl.at.ply.gg,FQDN,XWORM,57,13
against-postposted.gl.at.ply.gg,FQDN,XWORM,73,46
against-shipments.gl.at.ply.gg,FQDN,XWORM,62,25
againzamel.zapto.org,FQDN,XWORM,63,27
agasyaworld.serveminecraft.net,FQDN,XWORM,47,7
agency-someone.gl.at.ply.gg,FQDN,XWORM,62,25
agency-travel.gl.at.ply.gg,FQDN,XWORM,77,54
agent-decimal.gl.at.ply.gg,FQDN,XWORM,77,55
agents-geographic.gl.at.ply.gg,FQDN,XWORM,62,25
agents-volunteers.gl.at.ply.gg,FQDN,XWORM,81,44
agentwoo-52806.portmap.host,FQDN,XWORM,87,53
agentwoo-62626.portmap.host,FQDN,XWORM,84,48
ago-breath.gl.at.ply.gg,FQDN,XWORM,57,13
ago-noted.gl.at.ply.gg,FQDN,XWORM,62,25
agreement-account.gl.at.ply.gg,FQDN,XWORM,68,36
agreement-uploaded.gl.at.ply.gg,FQDN,XWORM,81,43
agreement-wayne.gl.at.ply.gg,FQDN,XWORM,62,25
ahfh150.codns.com,FQDN,XWORM,72,44
aid-electro.gl.at.ply.gg,FQDN,XWORM,62,25
air-nut.gl.at.ply.gg,FQDN,XWORM,62,25
air-telling.gl.at.ply.gg,FQDN,XWORM,62,25
airport-christmas.gl.at.ply.gg,FQDN,XWORM,62,25
airport-provincial.gl.at.ply.gg,FQDN,XWORM,62,25
ajsinvestment.org,FQDN,XWORM,77,37
ak8-20226.portmap.host,FQDN,XWORM,87,74
akzagib-30520.portmap.host,FQDN,XWORM,67,35
al-philip.gl.at.ply.gg,FQDN,XWORM,62,25
al-prompt.gl.at.ply.gg,FQDN,XWORM,62,25
albaniah3cker.work.gd,FQDN,XWORM,68,37
album-actively.gl.at.ply.gg,FQDN,XWORM,81,44
album-dee.gl.at.ply.gg,FQDN,XWORM,57,13
album-identify.gl.at.ply.gg,FQDN,XWORM,67,35
album-opportunities.gl.at.ply.gg,FQDN,XWORM,62,25
alestro-44788.portmap.io,FQDN,XWORM,56,12
alexm1-49500.portmap.host,FQDN,XWORM,67,35
alionckha-49191.portmap.io,FQDN,XWORM,62,23
all-advocacy.gl.at.ply.gg,FQDN,XWORM,81,44
all-bunch.gl.at.ply.gg,FQDN,XWORM,63,26
all-charges.gl.at.ply.gg,FQDN,XWORM,45,9
all-component.gl.at.ply.gg,FQDN,XWORM,77,55
all-downtown.gl.at.ply.gg,FQDN,XWORM,62,25
all-slightly.gl.at.ply.gg,FQDN,XWORM,62,25
all-specials.gl.at.ply.gg,FQDN,ASYNCRAT, XWORM,62,25
all-virtual.gl.at.ply.gg,FQDN,XWORM,68,36
allow-wesley.gl.at.ply.gg,FQDN,XWORM,62,25
allows-assignments.gl.at.ply.gg,FQDN,XWORM,45,9
allows-eventually.gl.at.ply.gg,FQDN,XWORM,62,25
already-reporting.gl.at.ply.gg,FQDN,XWORM,62,25
already-rise.gl.at.ply.gg,FQDN,XWORM,62,25
also-fi.gl.at.ply.gg,FQDN,XWORM,62,25
also-furthermore.gl.at.ply.gg,FQDN,XWORM,62,25
also-keeping.gl.at.ply.gg,FQDN,XWORM,77,39
alternative-cable.gl.at.ply.gg,FQDN,XWORM,77,54
alternative-expanding.gl.at.ply.gg,FQDN,XWORM,62,25
alternative-skirts.gl.at.ply.gg,FQDN,XWORM,62,25
although-alternatives.gl.at.ply.gg,FQDN,XWORM,57,13
although-evans.gl.at.ply.gg,FQDN,XWORM,77,39
although-pressed.gl.at.ply.gg,FQDN,XWORM,62,25
altpushka-34669.portmap.host,FQDN,XWORM,72,45
always-silent.gl.at.ply.gg,FQDN,XWORM,62,25
alyoung-kb.duckdns.org,FQDN,XWORM,82,45
amazon-astrology.gl.at.ply.gg,FQDN,XWORM,77,39
amazon-herbal.gl.at.ply.gg,FQDN,XWORM,57,13
amazon-vegetarian.gl.at.ply.gg,FQDN,XWORM,78,39
american-escorts.gl.at.ply.gg,FQDN,XWORM,88,53
american-memory.gl.at.ply.gg,FQDN,XWORM,68,36
american-ranch.gl.at.ply.gg,FQDN,XWORM,62,25
among-flashing.gl.at.ply.gg,FQDN,XWORM,57,13
among-publication.at.ply.gg,FQDN,XWORM,52,3
among-publisher.gl.at.ply.gg,FQDN,XWORM,62,25
amount-hq.gl.at.ply.gg,FQDN,XWORM,62,25
amount-nightlife.gl.at.ply.gg,FQDN,XWORM,40,0
amount-self.gl.at.ply.gg,FQDN,XWORM,63,26
an-citizens.gl.at.ply.gg,FQDN,XWORM,62,25
an-surgery.gl.at.ply.gg,FQDN,XWORM,57,13
analysis-billy.gl.at.ply.gg,FQDN,XWORM,62,25
analysis-chemistry.gl.at.ply.gg,FQDN,XWORM,62,25
analysis-easter.gl.at.ply.gg,FQDN,XWORM,62,25
analysis-index.gl.at.ply.gg,FQDN,XWORM,62,25
analysis-warming.gl.at.ply.gg,FQDN,XWORM,73,46
anamom-44951.portmap.io,FQDN,XWORM,62,23
anamom-53676.portmap.io,FQDN,XWORM,67,34
and-helicopter.gl.at.ply.gg,FQDN,XWORM,57,13
andrewus-52052.portmap.host,FQDN,XWORM,72,45
andreyirxa-28098.portmap.host,FQDN,XWORM,67,35
anetpetet2234232-52196.portmap.host,FQDN,XWORM,87,53
animal-adidas.gl.at.ply.gg,FQDN,XWORM,88,53
animal-departure.gl.at.ply.gg,FQDN,XWORM,62,25
animal-pointing.gl.at.ply.gg,FQDN,XWORM,62,25
animal-premium.gl.at.ply.gg,FQDN,XWORM,84,48
animal-rate.gl.at.ply.gg,FQDN,XWORM,62,25
animals-democracy.gl.at.ply.gg,FQDN,XWORM,62,25
animals-meanwhile.gl.at.ply.gg,FQDN,XWORM,62,25
annika-28106.portmap.io,FQDN,XWORM,62,23
annual-brooklyn.gl.at.ply.gg,FQDN,XWORM,57,13
annual-clubs.gl.at.ply.gg,FQDN,XWORM,62,25
another-enhancements.gl.at.ply.gg,FQDN,XWORM,62,25
another-nearly.gl.at.ply.gg,FQDN,XWORM,62,25
ansh153zbc.codns.com,FQDN,XWORM,72,44
answer-enlargement.gl.at.ply.gg,FQDN,XWORM,81,44
answer-highlights.gl.at.ply.gg,FQDN,XWORM,62,25
answer-kruger.gl.at.ply.gg,FQDN,XWORM,62,25
answers-exec.gl.at.ply.gg,FQDN,XWORM,62,25
answers-mid.gl.at.ply.gg,FQDN,XWORM,62,25
answers-total.gl.at.ply.gg,FQDN,XWORM,68,36
anti-dude.gl.at.ply.gg,FQDN,XWORM,81,44
anti-rebound.gl.at.ply.gg,FQDN,XWORM,63,26
anti-volleyball.gl.at.ply.gg,FQDN,XWORM,62,25
antilol2113-61842.portmap.host,FQDN,XWORM,81,62
antuass-61288.portmap.host,FQDN,XWORM,72,45
any-attraction.gl.at.ply.gg,FQDN,XWORM,85,49
any-bed.gl.at.ply.gg,FQDN,XWORM,73,46
any-lexus.gl.at.ply.gg,FQDN,XWORM,68,36
anyad-60069.portmap.io,FQDN,XWORM,92,58
anyone-blogging.gl.at.ply.gg,FQDN,ASYNCRAT, REMCOS, WARZONE.V2, XWORM,73,33
anyone-their.gl.at.ply.gg,FQDN,XWORM,85,48
anyone-yards.gl.at.ply.gg,FQDN,XWORM,62,25
api.989986.com,FQDN,XWORM,55,11
api.skybox.eu.org,FQDN,XWORM,48,4
api.sso.lat,FQDN,XWORM,67,35
apple-inclusion.gl.at.ply.gg,FQDN,ASYNCRAT, XWORM,68,37
apple-psychiatry.gl.at.ply.gg,FQDN,XWORM,77,55
apple-slovak.gl.at.ply.gg,FQDN,XWORM,62,25
application-beads.gl.at.ply.gg,FQDN,XWORM,62,25
application-lexus.gl.at.ply.gg,FQDN,XWORM,62,25
application-minnesota.gl.at.ply.gg,FQDN,XWORM,62,25
application-presentations.gl.at.ply.gg,FQDN,XWORM,62,25
application-surfaces.gl.at.ply.gg,FQDN,XWORM,62,25
applications-scenario.gl.at.ply.gg,FQDN,XWORM,68,36
apply-ciao.gl.at.ply.gg,FQDN,XWORM,73,32
apply-physiology.gl.at.ply.gg,FQDN,XWORM,62,25
apply-sand.gl.at.ply.gg,FQDN,XWORM,85,48
apply-suitable.gl.at.ply.gg,FQDN,XWORM,77,39
apply-unified.gl.at.ply.gg,FQDN,XWORM,57,14
approach-af.gl.at.ply.gg,FQDN,AGENTTESLA, XWORM,85,49
appropriate-stones.gl.at.ply.gg,FQDN,XWORM,57,13
approved-pf.gl.at.ply.gg,FQDN,XWORM,62,25
approved-shooting.gl.at.ply.gg,FQDN,XWORM,77,39
apr-especially.gl.at.ply.gg,FQDN,XWORM,62,25
archives-yn.gl.at.ply.gg,FQDN,XWORM,82,44
are-aerial.gl.at.ply.gg,FQDN,XWORM,62,25
are-typing.gl.at.ply.gg,FQDN,ASYNCRAT, XWORM,85,48
area-context.gl.at.ply.gg,FQDN,XWORM,62,25
area-futures.gl.at.ply.gg,FQDN,XWORM,57,13
areas-bios.gl.at.ply.gg,FQDN,XWORM,62,25
areas-instrument.gl.at.ply.gg,FQDN,XWORM,78,39
areas-sized.gl.at.ply.gg,FQDN,XWORM,62,25
argusishere.ddns.net,FQDN,XWORM,83,46
arm-msedge.info,FQDN,XWORM,61,23
armakdfkf-39524.portmap.host,FQDN,XWORM,67,35
armax-28322.portmap.host,FQDN,XWORM,81,62
around-four.gl.at.ply.gg,FQDN,XWORM,73,32
around-oxford.gl.at.ply.gg,FQDN,XWORM,90,56
around-persistent.gl.at.ply.gg,FQDN,XWORM,62,25
artem4ik4090-35124.portmap.io,FQDN,XWORM,62,23
article-turbo.gl.at.ply.gg,FQDN,XWORM,62,25
articles-february.gl.at.ply.gg,FQDN,XWORM,62,25
articles-managing.gl.at.ply.gg,FQDN,XWORM,62,25
artisanaqua.ddnsking.com,FQDN,XWORM,41,18
artists-auditor.gl.at.ply.gg,FQDN,XWORM,62,25
artists-bulk.gl.at.ply.gg,FQDN,XWORM,62,25
arts-sarah.gl.at.ply.gg,FQDN,XWORM,62,25
as-ou.gl.at.ply.gg,FQDN,XWORM,81,44
as-pie.gl.at.ply.gg,FQDN,XWORM,62,25
as-totally.gl.at.ply.gg,FQDN,XWORM,57,13
as-zus.gl.at.ply.gg,FQDN,XWORM,62,25
asd1231-31871.portmap.host,FQDN,XWORM,67,35
asfasfaqwrf-47187.portmap.io,FQDN,XWORM,62,23
asfsddfgwfw-39717.portmap.host,FQDN,XWORM,81,62
asia-queens.gl.at.ply.gg,FQDN,XWORM,57,13
asian-civic.gl.at.ply.gg,FQDN,XWORM,62,25
asian-final.gl.at.ply.gg,FQDN,XWORM,62,25
ask-dover.gl.at.ply.gg,FQDN,XWORM,68,36
ask-mines.gl.at.ply.gg,FQDN,XWORM,77,55
asked-calendars.gl.at.ply.gg,FQDN,XWORM,62,25
asked-devoted.gl.at.ply.gg,FQDN,XWORM,62,25
asked-howto.gl.at.ply.gg,FQDN,XWORM,45,9
asked-jd.gl.at.ply.gg,FQDN,XWORM,73,32
assessment-captain.gl.at.ply.gg,FQDN,XWORM,73,46
assistance-arbitration.gl.at.ply.gg,FQDN,XWORM,68,26
assistance-arrangements.gl.at.ply.gg,FQDN,XWORM,85,49
assistance-cs.gl.at.ply.gg,FQDN,XWORM,57,13
assistance-marks.gl.at.ply.gg,FQDN,XWORM,62,25
associated-assessment.gl.at.ply.gg,FQDN,XWORM,81,44
associated-chevy.gl.at.ply.gg,FQDN,ASYNCRAT, XWORM,62,25
associated-html.gl.at.ply.gg,FQDN,XWORM,62,25
associated-louisville.gl.at.ply.gg,FQDN,XWORM,68,36
associates-provision.gl.at.ply.gg,FQDN,XWORM,62,25
associates-reef.gl.at.ply.gg,FQDN,XWORM,77,39
associates-secretary.gl.at.ply.gg,FQDN,XWORM,57,13
association-lectures.gl.at.ply.gg,FQDN,XWORM,77,39
at-celebrities.gl.at.ply.gg,FQDN,XWORM,62,25
at-conferences.gl.at.ply.gg,FQDN,XWORM,62,25
at-distance.gl.at.ply.gg,FQDN,XWORM,62,25
at-financing.gl.at.ply.gg,FQDN,XWORM,62,25
at-scenario.gl.at.ply.gg,FQDN,XWORM,57,13
audio-clouds.gl.at.ply.gg,FQDN,ASYNCRAT, XWORM,82,45
aug-gift.gl.at.ply.gg,FQDN,XWORM,62,25
august-ordinary.gl.at.ply.gg,FQDN,XWORM,62,25
august-polls.gl.at.ply.gg,FQDN,XWORM,73,46
australia-herb.gl.at.ply.gg,FQDN,XWORM,62,25
australia-thehun.gl.at.ply.gg,FQDN,XWORM,82,44
author-reflects.gl.at.ply.gg,FQDN,XWORM,73,32
authority-kenya.gl.at.ply.gg,FQDN,XWORM,73,46
authority-market.gl.at.ply.gg,FQDN,XWORM,81,44
authors-fitting.gl.at.ply.gg,FQDN,XWORM,85,49
authors-minnesota.gl.at.ply.gg,FQDN,XWORM,62,25
availability-billing.gl.at.ply.gg,FQDN,XWORM,40,0
availability-caution.gl.at.ply.gg,FQDN,XWORM,87,53
availability-flour.gl.at.ply.gg,FQDN,XWORM,62,25
availability-specialty.gl.at.ply.gg,FQDN,XWORM,62,25
available-land.gl.at.ply.gg,FQDN,XWORM,62,25
available-transferred.gl.at.ply.gg,FQDN,AGENTTESLA, ASYNCRAT, XWORM,77,55
average-crime.gl.at.ply.gg,FQDN,XWORM,45,9
average-plot.gl.at.ply.gg,FQDN,XWORM,68,36
avinki-35372.portmap.host,FQDN,XWORM,81,62
award-collectors.gl.at.ply.gg,FQDN,XWORM,62,25
award-nz.gl.at.ply.gg,FQDN,XWORM,78,39
award-principles.gl.at.ply.gg,FQDN,XWORM,62,25
awards-problem.gl.at.ply.gg,FQDN,XWORM,57,13
away-andrea.gl.at.ply.gg,FQDN,ASYNCRAT, XWORM,73,32
away-operates.gl.at.ply.gg,FQDN,XWORM,78,39
awiero-42728.portmap.host,FQDN,XWORM,77,38
axemok-29327.portmap.host,FQDN,XWORM,67,35
az-possibly.gl.at.ply.gg,FQDN,XWORM,57,13
b-avoid.gl.at.ply.gg,FQDN,XWORM,62,25
b-brands.gl.at.ply.gg,FQDN,XWORM,62,25
b-tournament.gl.at.ply.gg,FQDN,XWORM,62,25
b-variance.gl.at.ply.gg,FQDN,XWORM,62,25
